Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
53,Travel_Frequently,909,Human Resources,1,5,Medical,3,Male,78,3,5,Healthcare Representative,4,Divorced,11058,8487,5,Yes,23,4,4,1,4,2,3,28,2,10,3,No
46,Non-Travel,1473,Sales,21,5,Life Sciences,3,Male,89,4,2,Laboratory Technician,2,Married,7250,21294,0,No,18,4,4,3,32,6,2,37,12,4,5,No
35,Travel_Rarely,1024,Research & Development,17,4,Marketing,2,Male,94,1,2,Research Scientist,4,Single,2683,22997,5,No,20,4,3,0,18,6,4,9,16,12,13,No
19,Travel_Frequently,593,Human Resources,13,1,Technical Degree,2,Female,61,1,5,Laboratory Technician,1,Single,12726,15688,2,No,11,4,1,3,31,2,1,28,12,4,12,No
18,Non-Travel,1221,Sales,1,2,Marketing,2,Female,50,3,5,Human Resources,3,Divorced,8663,14452,8,Yes,21,3,1,1,22,5,4,30,18,7,2,No
22,Travel_Frequently,1194,Sales,10,1,Medical,1,Male,47,4,3,Research Director,3,Divorced,14083,17372,3,No,14,3,1,3,2,2,1,10,8,12,14,Yes
37,Non-Travel,463,Research & Development,15,5,Life Sciences,2,Female,89,4,5,Laboratory Technician,4,Single,14146,13999,6,No,23,3,2,3,0,4,2,22,15,12,2,No
28,Travel_Rarely,669,Human Resources,27,1,Medical,1,Male,42,2,2,Research Scientist,1,Divorced,12253,15434,3,Yes,23,3,1,3,35,2,3,29,4,11,4,No
59,Travel_Frequently,862,Sales,27,2,Marketing,1,Male,53,1,5,Healthcare Representative,4,Single,16736,14416,5,No,15,4,2,2,27,5,2,24,8,0,12,No
19,Travel_Rarely,375,Research & Development,7,3,Medical,2,Male,59,4,2,Sales Executive,4,Married,4223,21248,6,Yes,15,4,2,1,38,4,4,15,8,5,14,No
20,Non-Travel,149,Human Resources,28,1,Other,2,Female,31,4,1,Manufacturing Director,1,Divorced,6441,15945,1,No,11,3,4,3,4,2,4,22,5,1,16,No
40,Travel_Rarely,1481,Research & Development,22,4,Human Resources,1,Male,54,2,5,Research Director,2,Divorced,10822,3017,9,No,13,4,2,1,12,2,4,32,9,0,5,No
29,Travel_Rarely,827,Research & Development,18,3,Marketing,3,Male,79,2,2,Sales Executive,2,Married,8381,6690,5,No,12,3,2,3,10,4,3,36,17,11,2,No
37,Travel_Frequently,1005,Sales,16,4,Medical,4,Male,43,3,4,Healthcare Representative,1,Single,13863,10373,7,No,22,4,4,0,21,2,2,27,10,14,8,Yes
22,Travel_Rarely,1027,Sales,14,4,Life Sciences,4,Male,35,1,3,Manufacturing Director,4,Single,6184,25143,5,Yes,17,3,1,0,22,5,1,26,14,14,7,No
54,Travel_Rarely,663,Sales,27,4,Medical,4,Female,59,4,2,Manager,3,Divorced,17653,16378,1,No,23,3,1,0,11,6,2,5,6,12,10,No
55,Travel_Rarely,882,Research & Development,28,1,Life Sciences,3,Male,59,3,5,Sales Representative,4,Single,10315,20835,3,No,24,3,3,3,20,1,2,37,13,6,10,No
47,Travel_Rarely,584,Sales,18,5,Human Resources,1,Female,67,1,5,Human Resources,2,Single,5533,20336,0,No,15,4,3,1,18,2,3,36,7,11,7,No
26,Travel_Rarely,1207,Research & Development,27,3,Medical,2,Female,87,3,1,Sales Executive,1,Married,18426,6700,6,Yes,13,3,2,0,4,3,2,5,18,13,0,No
51,Travel_Rarely,683,Research & Development,7,2,Human Resources,1,Male,70,1,4,Manufacturing Director,1,Married,15560,15901,7,No,21,3,3,2,23,4,4,24,14,13,1,No
52,Travel_Frequently,1419,Sales,17,5,Marketing,1,Male,86,1,2,Manager,1,Married,2641,26838,9,No,18,4,4,0,29,5,3,12,18,3,3,No
39,Travel_Rarely,335,Human Resources,29,1,Life Sciences,2,Female,65,4,4,Sales Representative,2,Divorced,16925,24597,1,No,11,3,3,0,7,2,4,32,17,14,1,No
41,Travel_Rarely,155,Human Resources,18,4,Other,3,Female,93,1,1,Sales Representative,4,Married,11633,2660,9,No,11,4,3,2,1,2,4,32,16,0,1,No
34,Non-Travel,459,Human Resources,12,2,Marketing,4,Female,45,2,3,Research Director,1,Married,4297,19699,4,No,24,4,2,0,33,4,2,24,2,9,12,No
27,Non-Travel,209,Research & Development,8,3,Life Sciences,4,Female,43,4,4,Research Director,3,Single,18767,9381,7,No,16,4,4,3,22,0,1,13,2,10,5,No
47,Non-Travel,291,Research & Development,22,5,Human Resources,1,Male,60,2,1,Research Director,1,Married,4996,4919,7,Yes,11,3,3,3,2,5,2,39,6,10,3,No
40,Non-Travel,1003,Research & Development,2,5,Technical Degree,3,Female,95,3,2,Research Director,4,Divorced,1014,20456,4,No,14,4,1,0,23,5,1,37,9,5,14,No
49,Travel_Rarely,1216,Sales,7,2,Medical,4,Female,97,3,3,Research Director,2,Married,15895,23826,7,No,16,4,4,1,17,1,3,8,16,9,2,Yes
34,Travel_Rarely,961,Research & Development,4,1,Human Resources,3,Female,94,1,5,Manager,3,Divorced,2674,20403,5,No,11,4,4,1,36,6,3,17,14,12,3,No
34,Travel_Rarely,667,Sales,18,3,Life Sciences,2,Female,84,1,1,Human Resources,3,Single,6099,12932,4,No,23,3,2,0,30,6,3,14,7,11,16,No
31,Travel_Frequently,1183,Sales,28,2,Life Sciences,1,Male,69,2,5,Laboratory Technician,1,Single,18864,25009,3,No,19,4,4,2,13,1,4,3,16,14,5,No
26,Travel_Frequently,749,Human Resources,6,4,Life Sciences,1,Male,54,2,3,Manager,4,Married,8363,2815,4,No,14,3,4,3,0,2,4,33,2,12,1,No
57,Travel_Frequently,138,Human Resources,27,3,Life Sciences,3,Male,54,2,1,Healthcare Representative,1,Single,6957,23161,3,No,19,4,4,3,13,4,3,37,3,5,12,No
19,Travel_Rarely,1172,Human Resources,9,5,Medical,4,Female,32,3,1,Research Director,3,Married,5210,16510,0,Yes,19,4,4,3,4,3,2,16,7,11,14,No
42,Travel_Rarely,736,Sales,27,2,Marketing,3,Female,98,2,3,Manufacturing Director,1,Single,16776,14289,2,No,23,3,4,0,30,2,4,6,12,2,4,No
56,Travel_Rarely,1136,Sales,9,5,Other,2,Male,55,4,2,Manufacturing Director,4,Divorced,18359,6734,7,No,16,3,4,3,30,1,4,31,0,13,5,No
26,Non-Travel,135,Sales,14,5,Technical Degree,4,Male,69,4,1,Healthcare Representative,2,Single,19069,22013,6,No,23,3,4,0,29,2,2,22,17,5,16,No
39,Travel_Rarely,200,Research & Development,8,5,Medical,4,Female,67,3,3,Manager,3,Married,3083,4753,6,No,17,4,1,0,35,4,4,19,10,9,0,No
21,Travel_Frequently,1209,Sales,19,1,Life Sciences,3,Male,67,2,4,Manufacturing Director,4,Married,19070,8505,2,No,23,4,4,1,0,5,2,1,5,8,1,No
43,Travel_Frequently,1346,Human Resources,3,5,Medical,2,Female,97,2,5,Research Scientist,1,Married,5158,13559,8,No,11,3,2,2,2,5,1,20,15,5,0,Yes
46,Non-Travel,1461,Human Resources,18,4,Human Resources,4,Female,36,1,1,Research Scientist,3,Divorced,17571,16905,5,No,15,3,1,2,19,5,2,11,18,0,7,No
51,Travel_Rarely,265,Sales,5,4,Other,1,Female,59,4,4,Laboratory Technician,1,Single,3782,6685,7,No,13,3,4,2,20,5,1,26,16,9,3,No
40,Travel_Frequently,482,Sales,14,3,Life Sciences,2,Female,48,3,1,Research Scientist,1,Married,5100,18585,7,No,20,3,3,3,29,6,4,9,17,5,8,No
54,Non-Travel,1499,Human Resources,28,5,Technical Degree,4,Female,64,2,2,Sales Executive,2,Divorced,12701,19388,2,No,20,3,2,1,29,3,1,7,10,7,14,No
28,Travel_Rarely,889,Sales,4,5,Life Sciences,3,Female,62,1,3,Research Director,1,Divorced,16525,19696,3,Yes,23,4,1,1,4,0,2,20,13,6,15,No
23,Travel_Frequently,130,Human Resources,7,2,Other,4,Male,62,3,1,Healthcare Representative,1,Divorced,19456,20409,5,No,16,4,2,0,9,6,1,21,11,13,2,No
35,Travel_Rarely,1498,Research & Development,20,1,Technical Degree,1,Male,67,3,3,Sales Executive,4,Single,1097,21517,1,No,14,3,1,1,23,3,3,12,19,7,0,No
38,Non-Travel,110,Human Resources,25,3,Other,2,Male,39,4,1,Human Resources,1,Single,10483,13765,6,Yes,23,3,3,0,38,2,2,39,6,10,12,No
59,Travel_Rarely,1425,Research & Development,28,5,Technical Degree,4,Female,86,2,2,Research Director,2,Single,4464,6221,1,Yes,24,4,2,1,5,1,2,11,16,11,13,No
53,Travel_Frequently,195,Sales,12,2,Marketing,1,Male,57,3,2,Manufacturing Director,1,Divorced,2787,17327,4,Yes,23,3,2,0,9,4,1,16,4,7,5,No
58,Travel_Rarely,1313,Sales,2,1,Marketing,4,Female,67,1,4,Research Director,1,Single,8763,24576,3,No,19,3,1,3,9,2,4,8,13,14,4,No
55,Non-Travel,552,Research & Development,11,3,Medical,4,Female,45,1,2,Sales Representative,1,Married,1683,5671,8,No,17,3,1,1,24,0,4,39,12,8,4,No
51,Travel_Rarely,291,Sales,14,3,Medical,2,Female,50,3,3,Sales Representative,3,Divorced,17092,6941,1,Yes,24,3,3,2,13,4,2,11,11,2,3,No
34,Travel_Rarely,585,Research & Development,22,5,Technical Degree,3,Female,35,1,2,Sales Executive,2,Single,2132,14466,6,No,14,4,4,0,38,4,2,8,13,6,11,No
54,Travel_Rarely,1389,Sales,23,3,Life Sciences,3,Male,70,3,1,Manager,3,Divorced,13314,19988,6,Yes,23,3,1,1,12,4,1,29,8,5,13,No
42,Travel_Rarely,1251,Human Resources,16,2,Human Resources,1,Male,44,1,2,Manufacturing Director,2,Divorced,6877,20286,6,Yes,21,4,1,1,10,2,2,5,3,1,13,No
55,Non-Travel,337,Sales,20,3,Human Resources,1,Male,32,3,3,Research Scientist,2,Single,14068,14191,0,No,16,4,1,0,38,0,2,24,18,4,10,No
29,Travel_Frequently,1478,Human Resources,29,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Divorced,15633,6588,7,No,12,4,3,1,10,2,4,27,0,2,9,No
40,Non-Travel,1235,Human Resources,6,2,Life Sciences,2,Male,76,3,4,Human Resources,3,Single,16758,26544,1,No,24,4,4,2,15,4,2,9,12,10,9,No
59,Travel_Rarely,1466,Research & Development,23,1,Marketing,3,Male,43,1,4,Healthcare Representative,2,Single,18425,12811,4,No,13,3,4,0,32,4,1,27,5,4,8,No
39,Non-Travel,1268,Sales,4,1,Human Resources,1,Male,95,3,4,Research Director,2,Single,12057,20733,1,No,21,4,3,0,31,6,2,28,0,13,1,No
38,Travel_Rarely,1188,Research & Development,15,5,Technical Degree,1,Female,58,4,1,Healthcare Representative,4,Divorced,1854,23443,4,No,17,3,4,0,9,1,2,35,16,10,13,No
44,Travel_Rarely,1370,Sales,24,5,Other,4,Male,33,3,4,Sales Representative,3,Divorced,6738,9928,6,No,21,3,2,0,14,3,2,10,2,8,6,No
48,Travel_Rarely,834,Human Resources,25,4,Medical,4,Female,55,2,2,Sales Representative,1,Single,3026,17325,5,Yes,22,4,3,0,15,2,3,20,16,13,16,Yes
23,Non-Travel,1090,Human Resources,1,1,Other,1,Male,41,2,1,Human Resources,4,Divorced,6365,9120,4,No,14,3,1,2,26,0,2,37,1,7,7,No
44,Travel_Rarely,924,Sales,7,1,Marketing,4,Female,31,4,1,Laboratory Technician,2,Single,3550,16274,3,No,24,3,4,0,31,6,1,25,6,8,3,Yes
57,Non-Travel,205,Sales,25,1,Human Resources,4,Male,46,3,1,Sales Executive,3,Married,8089,22748,7,No,22,4,2,2,5,4,4,17,0,8,4,No
51,Travel_Rarely,280,Research & Development,12,1,Life Sciences,4,Male,64,2,5,Research Scientist,2,Divorced,17623,6719,7,No,20,4,3,2,35,2,4,3,14,10,12,No
29,Travel_Frequently,283,Sales,10,3,Human Resources,2,Male,39,3,3,Manager,4,Divorced,17873,24627,0,No,17,4,3,2,7,3,3,14,3,7,6,No
24,Travel_Rarely,325,Sales,5,2,Technical Degree,1,Female,72,2,5,Human Resources,4,Married,13043,10081,9,Yes,19,3,1,0,24,2,1,22,5,13,5,No
27,Travel_Rarely,876,Sales,12,2,Marketing,1,Male,50,1,5,Laboratory Technician,3,Married,2036,16550,1,No,24,3,1,2,6,3,4,5,12,7,16,No
34,Travel_Rarely,889,Research & Development,18,4,Life Sciences,4,Male,44,1,5,Research Scientist,4,Married,7122,18354,2,No,23,4,3,0,16,2,4,6,12,10,5,No
43,Non-Travel,1212,Sales,10,3,Other,2,Female,64,4,3,Sales Executive,4,Single,15578,12864,0,Yes,15,4,2,2,29,1,2,14,19,10,2,No
38,Travel_Rarely,787,Human Resources,6,1,Technical Degree,4,Female,89,4,5,Research Scientist,1,Single,16689,21061,2,No,24,3,1,0,1,2,2,8,0,5,8,No
45,Travel_Rarely,629,Research & Development,28,1,Other,2,Female,73,3,4,Laboratory Technician,2,Married,17150,18931,9,No,11,3,3,1,16,6,2,29,1,5,14,No
19,Travel_Rarely,1494,Research & Development,12,5,Medical,1,Female,34,4,1,Sales Representative,1,Single,12692,14624,7,Yes,15,4,3,1,3,5,3,27,5,13,7,No
18,Non-Travel,1071,Human Resources,7,5,Marketing,4,Male,47,3,1,Research Scientist,1,Divorced,13054,26934,3,No,16,3,1,2,25,1,2,29,10,14,14,No
53,Travel_Frequently,1035,Human Resources,18,4,Technical Degree,1,Male,50,1,2,Healthcare Representative,3,Married,2767,5361,6,No,24,3,4,3,13,3,1,7,17,5,0,No
43,Travel_Rarely,205,Human Resources,2,1,Technical Degree,2,Female,80,1,4,Research Scientist,4,Divorced,5708,15707,6,No,21,4,2,3,7,4,3,34,12,9,7,No
46,Travel_Frequently,1394,Sales,10,4,Other,3,Male,70,2,3,Sales Representative,2,Single,9353,3924,4,No,12,4,4,1,4,4,4,34,11,5,3,Yes
38,Travel_Rarely,930,Human Resources,15,3,Life Sciences,2,Female,53,3,1,Research Director,2,Married,2256,14647,0,Yes,18,3,4,2,4,2,4,25,19,12,9,No
28,Travel_Rarely,778,Sales,12,2,Medical,3,Male,53,1,5,Research Director,2,Single,11143,23627,9,No,23,3,2,2,4,0,1,29,6,13,15,No
57,Non-Travel,948,Research & Development,26,1,Other,1,Female,67,1,2,Research Director,4,Divorced,6351,23031,3,No,12,3,2,2,26,2,1,34,19,10,3,No
28,Non-Travel,1155,Research & Development,17,3,Technical Degree,1,Male,73,3,2,Human Resources,2,Single,15263,8681,6,No,24,3,1,3,4,1,4,37,6,12,7,Yes
53,Travel_Frequently,492,Human Resources,4,1,Marketing,4,Female,86,2,1,Sales Executive,2,Divorced,1749,4701,4,No,19,4,1,1,2,1,1,10,6,14,3,No
56,Non-Travel,139,Sales,7,5,Technical Degree,3,Female,88,2,4,Sales Executive,4,Single,18092,16175,1,Yes,24,3,1,2,37,3,1,19,1,11,9,Yes
57,Travel_Frequently,759,Human Resources,9,4,Human Resources,2,Male,63,2,2,Research Scientist,3,Divorced,7416,12122,7,No,23,4,2,1,29,2,1,30,10,8,3,Yes
52,Travel_Rarely,1341,Human Resources,19,5,Marketing,1,Male,52,2,1,Manager,2,Single,7950,18805,1,Yes,12,3,4,1,0,3,2,33,0,9,15,No
51,Non-Travel,1080,Sales,28,2,Marketing,3,Male,72,1,4,Sales Executive,4,Married,13328,18719,7,Yes,13,4,2,0,7,0,4,11,12,12,11,No
41,Non-Travel,1205,Human Resources,27,5,Technical Degree,2,Female,69,3,1,Healthcare Representative,1,Married,2713,11718,1,Yes,18,3,1,3,12,4,1,27,11,14,9,No
39,Non-Travel,944,Research & Development,23,1,Life Sciences,3,Male,76,3,1,Healthcare Representative,4,Single,13777,2056,4,No,21,3,4,1,19,4,1,2,12,0,10,No
22,Travel_Frequently,300,Human Resources,7,5,Marketing,2,Female,70,1,4,Manufacturing Director,1,Divorced,9308,15973,3,No,16,4,1,0,5,2,2,4,6,9,1,Yes
50,Travel_Rarely,546,Sales,23,1,Human Resources,2,Male,76,1,4,Healthcare Representative,4,Single,11673,17352,0,No,11,3,4,3,7,3,4,12,11,5,15,No
53,Travel_Rarely,1161,Sales,2,2,Other,2,Male,49,1,4,Sales Executive,2,Married,16378,22334,7,No,14,4,1,2,29,3,3,11,16,7,11,No
37,Travel_Rarely,1334,Research & Development,6,5,Life Sciences,2,Female,94,4,1,Manager,3,Divorced,16329,25439,9,No,15,4,2,2,39,0,4,0,7,14,3,No
36,Non-Travel,543,Sales,18,4,Life Sciences,3,Female,97,3,2,Sales Representative,3,Single,14882,17052,2,Yes,24,4,3,0,14,3,4,18,2,0,16,No
52,Travel_Rarely,1450,Sales,6,4,Life Sciences,3,Male,53,3,3,Research Director,2,Single,17579,5147,3,No,21,3,3,2,9,5,4,28,6,14,11,No
34,Non-Travel,860,Research & Development,13,4,Marketing,4,Female,65,3,3,Research Scientist,1,Divorced,5714,5537,3,No,13,3,4,0,32,5,2,38,18,10,15,No
51,Travel_Frequently,326,Human Resources,26,5,Life Sciences,3,Female,74,2,1,Sales Representative,4,Single,11664,24812,4,Yes,11,3,2,0,8,1,4,24,19,10,2,No
26,Travel_Rarely,147,Research & Development,19,5,Technical Degree,3,Male,31,1,1,Manager,2,Married,16753,2721,2,No,13,4,1,2,32,5,3,15,7,5,1,No
43,Travel_Rarely,1141,Human Resources,2,5,Life Sciences,4,Female,57,1,2,Human Resources,4,Married,13321,14269,8,No,23,3,4,3,8,5,1,16,13,8,6,No
19,Travel_Rarely,1011,Research & Development,12,1,Human Resources,3,Male,55,1,4,Research Director,2,Divorced,15630,18769,3,No,19,3,4,0,13,1,4,27,13,5,5,No
26,Travel_Rarely,286,Human Resources,15,2,Medical,2,Male,52,4,1,Manufacturing Director,2,Single,18658,21201,9,No,12,4,1,3,31,5,2,38,1,13,0,No
26,Travel_Frequently,444,Research & Development,14,4,Human Resources,1,Female,65,3,5,Human Resources,4,Single,4709,9426,3,No,11,4,1,3,36,5,4,4,5,1,14,No
57,Travel_Rarely,323,Human Resources,6,1,Marketing,1,Male,35,1,4,Sales Executive,3,Married,1338,15788,5,Yes,17,4,1,0,5,1,4,0,15,0,11,Yes
34,Non-Travel,929,Research & Development,18,4,Life Sciences,4,Female,64,4,1,Manager,3,Divorced,7761,16007,7,Yes,23,4,2,3,4,2,3,2,8,3,12,No
18,Travel_Rarely,587,Human Resources,5,1,Life Sciences,3,Male,67,1,5,Research Director,1,Divorced,5275,13079,6,No,17,3,3,0,3,6,3,23,14,5,7,No
42,Non-Travel,976,Research & Development,18,5,Technical Degree,3,Female,64,2,2,Manufacturing Director,4,Divorced,12491,16346,3,Yes,15,4,4,2,15,1,2,28,18,9,8,No
57,Non-Travel,948,Sales,3,4,Other,4,Female,82,3,5,Research Scientist,1,Married,19040,9115,3,No,12,4,4,2,9,1,2,14,14,9,0,Yes
59,Travel_Frequently,1352,Human Resources,3,5,Life Sciences,1,Female,67,4,1,Research Scientist,2,Married,7762,12911,4,No,24,3,3,2,30,5,2,3,11,8,4,No
42,Travel_Rarely,1078,Research & Development,22,4,Human Resources,2,Female,88,1,3,Sales Executive,1,Divorced,9834,2259,9,No,11,3,4,2,30,4,2,0,8,4,6,No
56,Travel_Frequently,1116,Human Resources,22,3,Marketing,3,Female,72,3,1,Healthcare Representative,2,Divorced,15358,22872,4,Yes,23,4,2,2,13,6,2,14,15,6,7,No
52,Travel_Rarely,287,Human Resources,10,1,Medical,4,Male,33,4,3,Manager,4,Single,10872,10791,0,Yes,15,3,1,3,12,5,1,23,5,5,9,Yes
20,Travel_Rarely,369,Research & Development,19,3,Life Sciences,2,Male,34,3,2,Manufacturing Director,4,Single,18553,9536,7,No,20,3,3,3,3,2,1,30,19,5,7,No
54,Non-Travel,409,Human Resources,3,1,Medical,4,Female,97,3,2,Manufacturing Director,4,Divorced,9173,21639,9,No,14,4,2,3,25,1,2,19,14,8,11,No
47,Non-Travel,1255,Research & Development,29,2,Life Sciences,4,Male,74,2,4,Healthcare Representative,4,Married,17685,22432,4,No,19,3,1,1,23,0,2,9,12,4,15,No
55,Travel_Frequently,1195,Sales,12,4,Marketing,4,Female,54,3,4,Healthcare Representative,1,Married,12333,10947,2,No,15,4,3,1,8,1,1,10,9,1,11,No
51,Travel_Rarely,944,Human Resources,29,2,Other,1,Female,40,4,3,Human Resources,2,Single,18950,13769,2,No,21,3,2,0,34,6,3,17,13,7,2,No
29,Travel_Frequently,1310,Sales,16,2,Human Resources,1,Male,58,3,3,Research Director,3,Divorced,12356,21541,3,No,20,3,3,1,14,2,1,33,2,14,4,Yes
36,Travel_Rarely,585,Human Resources,17,1,Marketing,4,Male,63,4,2,Human Resources,4,Married,8816,12950,6,Yes,22,3,3,2,23,6,2,27,11,10,13,No
54,Non-Travel,1314,Human Resources,7,3,Medical,3,Female,43,3,5,Laboratory Technician,4,Married,13149,18860,4,No,22,3,2,2,30,3,3,37,0,13,15,No
34,Travel_Rarely,219,Human Resources,13,5,Life Sciences,2,Female,53,1,3,Laboratory Technician,2,Married,19594,7283,0,No,12,4,4,2,18,6,2,15,15,2,5,Yes
27,Travel_Rarely,319,Research & Development,24,1,Medical,3,Female,88,2,3,Sales Executive,3,Married,12344,11791,4,No,14,4,2,0,1,5,4,23,9,14,15,No
29,Non-Travel,152,Sales,2,5,Human Resources,1,Female,68,1,5,Manager,4,Single,17187,4359,4,Yes,23,3,3,0,1,4,3,38,8,13,13,No
33,Travel_Frequently,1360,Human Resources,4,2,Marketing,2,Female,55,2,4,Manufacturing Director,3,Married,12851,9405,5,No,22,3,3,0,35,4,2,11,17,14,4,Yes
41,Travel_Rarely,857,Research & Development,10,5,Medical,4,Female,72,4,4,Research Director,4,Married,8230,26408,6,No,19,3,2,0,36,5,1,6,0,8,13,No
36,Non-Travel,837,Human Resources,7,3,Medical,3,Male,65,2,3,Research Scientist,1,Divorced,9803,19645,4,No,18,4,1,3,33,5,2,35,9,13,10,No
25,Travel_Rarely,819,Research & Development,24,1,Human Resources,3,Female,68,3,4,Research Scientist,1,Divorced,16795,16357,1,Yes,13,3,1,0,38,2,1,16,6,4,8,Yes
48,Travel_Frequently,505,Human Resources,17,3,Life Sciences,4,Female,90,3,4,Sales Representative,3,Single,2943,8323,1,No,18,4,1,0,18,1,3,3,9,13,6,No
38,Non-Travel,707,Sales,20,3,Medical,3,Male,45,1,4,Healthcare Representative,2,Single,15015,7937,3,No,23,3,1,1,37,0,1,36,11,0,4,No
34,Travel_Frequently,1120,Sales,6,1,Human Resources,1,Female,88,2,2,Sales Executive,2,Single,9348,19966,0,No,12,4,2,3,22,1,3,32,10,14,14,Yes
40,Non-Travel,521,Human Resources,19,3,Life Sciences,4,Female,35,4,1,Sales Representative,1,Single,12750,13030,6,Yes,13,4,4,2,15,1,2,18,8,3,12,No
54,Travel_Rarely,811,Research & Development,5,4,Other,3,Male,85,4,3,Sales Representative,2,Married,6385,19882,0,Yes,24,3,1,1,5,0,1,25,4,8,11,No
33,Travel_Rarely,346,Human Resources,10,4,Life Sciences,4,Female,37,3,3,Manager,2,Divorced,17639,15003,2,Yes,15,4,3,0,25,4,3,10,3,0,14,Yes
23,Travel_Rarely,171,Research & Development,9,4,Other,2,Male,56,4,2,Manufacturing Director,2,Married,10243,12578,9,No,21,3,1,2,21,1,3,30,19,7,9,No
25,Travel_Rarely,284,Human Resources,27,5,Marketing,4,Female,56,3,1,Research Director,3,Married,17273,14979,6,No,22,4,4,2,23,3,3,0,12,7,16,Yes
42,Travel_Rarely,105,Research & Development,13,3,Human Resources,3,Male,75,3,1,Research Scientist,3,Married,6032,4209,5,Yes,24,4,2,2,39,3,4,39,7,8,15,No
35,Travel_Rarely,1329,Sales,19,1,Life Sciences,1,Male,70,3,2,Research Scientist,2,Divorced,7261,22447,6,Yes,20,3,4,1,20,2,3,35,15,8,4,No
42,Travel_Rarely,1005,Human Resources,21,1,Other,4,Male,54,1,5,Research Scientist,1,Single,19801,14060,4,No,20,4,4,3,29,2,2,28,0,12,3,No
29,Non-Travel,486,Sales,24,5,Other,4,Female,47,1,5,Laboratory Technician,2,Single,19640,9228,7,No,18,3,4,3,10,6,2,24,16,5,9,No
32,Travel_Frequently,798,Sales,6,1,Marketing,3,Female,41,3,1,Manager,4,Divorced,3634,11300,5,No,11,4,1,2,8,0,2,17,14,12,5,No
43,Travel_Rarely,1199,Human Resources,4,4,Technical Degree,1,Male,80,3,5,Sales Executive,1,Divorced,2891,24050,3,No,14,3,1,0,11,0,3,2,14,4,10,No
58,Travel_Frequently,1300,Human Resources,24,3,Human Resources,1,Male,68,3,5,Research Scientist,3,Single,11683,10681,0,No,11,4,4,3,25,2,2,17,17,11,10,No
43,Non-Travel,926,Research & Development,27,1,Technical Degree,2,Female,39,4,5,Research Scientist,4,Married,10967,10196,1,Yes,11,4,2,3,37,5,3,6,5,11,15,No
49,Travel_Rarely,448,Research & Development,3,1,Life Sciences,2,Female,83,3,1,Sales Executive,2,Single,13128,10267,5,No,22,3,1,0,2,1,3,27,1,13,13,No
27,Travel_Rarely,1378,Sales,3,2,Human Resources,3,Female,58,3,5,Laboratory Technician,2,Divorced,8426,7372,3,No,15,4,2,1,32,5,3,16,4,13,3,No
33,Travel_Rarely,407,Research & Development,4,2,Marketing,1,Female,70,2,3,Sales Representative,1,Single,2970,8150,2,Yes,16,3,1,1,14,4,4,24,18,6,4,No
24,Travel_Rarely,1468,Research & Development,25,2,Life Sciences,1,Female,38,2,1,Sales Executive,1,Single,7771,12920,6,No,11,3,2,0,4,3,1,17,6,8,16,No
34,Non-Travel,1250,Human Resources,5,3,Human Resources,2,Male,92,2,2,Sales Representative,2,Single,11684,18001,6,No,21,4,1,1,23,0,2,39,8,4,7,No
40,Travel_Rarely,386,Research & Development,8,4,Human Resources,2,Female,66,2,5,Healthcare Representative,2,Divorced,13857,18856,1,Yes,16,3,4,2,10,2,4,2,1,11,3,No
43,Travel_Rarely,865,Sales,16,4,Technical Degree,3,Male,43,3,4,Human Resources,1,Divorced,18032,17147,7,Yes,15,3,3,3,32,3,2,24,6,2,10,No
38,Non-Travel,824,Research & Development,22,4,Life Sciences,1,Female,68,2,1,Research Scientist,4,Single,10832,19221,0,No,14,3,3,1,22,5,4,6,13,8,13,No
39,Travel_Rarely,861,Sales,3,3,Marketing,4,Male,69,4,2,Sales Executive,3,Single,15640,3186,9,No,20,3,2,2,9,0,1,9,14,14,12,Yes
24,Travel_Rarely,482,Human Resources,24,3,Marketing,2,Male,83,4,3,Human Resources,1,Married,13626,8461,6,No,15,3,2,2,27,0,1,18,11,9,15,No
31,Non-Travel,487,Sales,12,2,Life Sciences,3,Female,32,2,2,Research Director,4,Married,19485,19865,9,No,18,3,4,2,38,6,1,14,19,12,11,No
32,Travel_Frequently,624,Research & Development,25,1,Life Sciences,1,Male,84,1,5,Manager,2,Single,14423,13464,0,No,19,4,4,2,16,1,1,20,3,0,8,Yes
24,Travel_Frequently,738,Human Resources,8,5,Other,1,Male,62,4,4,Healthcare Representative,3,Divorced,17802,26083,2,Yes,21,3,2,2,25,0,3,20,12,13,6,No
26,Travel_Rarely,1037,Research & Development,13,5,Medical,2,Male,48,4,5,Research Director,4,Married,17333,16052,2,Yes,24,3,3,0,24,4,2,36,8,0,9,No
25,Non-Travel,375,Human Resources,4,1,Technical Degree,3,Male,63,2,2,Research Director,3,Single,3352,9332,9,Yes,22,4,4,3,35,0,2,27,11,9,16,No
